Asset_ID, Asset_Name, Asset_Type, Tools/Techniques, Criticality, Justification
A1, Repository content (reports, datasets, publications, files), Data, Not Specified, High, Compromise could expose unpublished or sensitive research and alter scholarly record (e.g., "upload data to the repository and associate it with a publication").
A2, Descriptive metadata (title, author, description, keywords, subject classifications), Data, Not Specified, Medium, Incorrect or tampered metadata hinders discovery and attribution (e.g., "create metadata for items within the repository that includes document title, description, author").
A3, User credentials (passwords), Credential, Not Specified, High, Unauthorized access to user accounts could lead to data manipulation or exposure (e.g., "login to personal account with the ability to change passwords").
A4, Shibboleth authentication service, System Component, Shibboleth, High, Critical for remote access to campus-only content; compromise could bypass access controls (e.g., "login remotely to the repository using Shibboleth").
A5, Embargo settings (embargo dates, visibility flags), Configuration, Not Specified, High, Unauthorized changes could prematurely expose or hide embargoed content (e.g., "apply or remove an access embargo", "item will only become visible after a specific embargo period").
A6, Access control permissions (roles, private/university/public settings), Configuration, Not Specified, High, Determines who can view, edit, or administer content; misconfiguration leads to unauthorized access (e.g., "a range of organization/tagging and access options, including private, University and public").
A7, Licensing information (CC-By, CC0, reuse rights), Data, Not Specified, Medium, Defines legal reuse; incorrect license could mislead users or violate terms (e.g., "see clearly what reuse rights I have", "put a CC-By or CC0 license on it").
A8, Version history (previous versions, revision records), Data, Not Specified, Medium, Tampering could misrepresent research evolution (e.g., "upload new version of report/dataset while retaining previous versions", "maintain versioning").
A9, Subscriber list and subscription preferences, Data, Not Specified, Medium, Contains patron contact information and interests; privacy impact moderate (e.g., "see list of subscribers for specified report", "create a personal account to request email notification").
A10, Usage statistics and altmetrics, Data, Not Specified, Medium, May reveal user behavior patterns; not highly sensitive but could expose activity (e.g., "access useful and comprehensive usage statistics and analytics, including altmetrics").
A11, Download notification logs, Data, Not Specified, Medium, Tracks who downloaded items; privacy concern for downloaders (e.g., "notified if someone downloads any of my items or files").
A12, ORCID/ResearcherID associations, Data, Not Specified, Medium, Disambiguates authors; incorrect association could misattribute works (e.g., "associate a researcherID or ORCID with a submission").
A13, Persistent URLs and DOIs, Data, Not Specified, Medium, Broken or altered URLs undermine citation and access (e.g., "persistent URL that can be used for my personal web page and CV", "DOIs for each").
A14, OAI-PMH harvested metadata, Data, OAI-PMH, Medium, Exported metadata needs integrity; errors propagate to external systems (e.g., "harvest useful metadata from the repository via OAI").
A15, Audit trail of revisions and uploaders, Data, Not Specified, Medium, Supports accountability; tampering could hide unauthorized actions (e.g., "trace the list of revisors to determine who uploaded an item", "leave a record of my revisions").
A16, Administrator account list, Data, Not Specified, Medium, Reveals privileged users; confidentiality moderate (e.g., "see a list of all administrators for ease of administering accounts").
A17, User account management functions (create, delete, reset password), System Component, Not Specified, High, Enables privileged actions; compromise could lead to account takeover (e.g., "set up or delete accounts for other administrators with various levels of permission", "reset passwords").
A18, Redundant storage and integrity monitoring system, System Component, Not Specified, High, Ensures availability and fixity; failure leads to data loss or corruption (e.g., "digital copy is stored redundantly", "continuously monitored for unwanted changes").
A19, Persistent identifier system (e.g., handle/DOI resolver), System Component, Not Specified, High, Prevents link rot; critical for long-term access (e.g., "preserve the scholarship of the law school by using sustainable links that will not succumb to link rot").
A20, Email notification system, System Component, Not Specified, Medium, Sends alerts; abuse could spam users or miss critical notifications (e.g., "receive updates when new works are published", "email notification when new version is available").
A21, Batch import/export system, System Component, Not Specified, Medium, Bulk operations risk data corruption or unauthorized extraction (e.g., "export a set of records and associated files, manipulate this data set, and reload into the system").
A22, Streaming media delivery service, System Component, Not Specified, Low, Low security impact; availability might be moderate but not critical (e.g., "deliver streaming media from within the repository").
A23, Search and browse index, System Component, Not Specified, Low, Primarily usability; compromise could hide content but not destroy original data (e.g., "search the repository and browse through its contents on my phone").
A24, Collection branding and sorting preferences, Configuration, Not Specified, Low, Aesthetic and presentation; limited security impact (e.g., "some control over how items within my collection sort", "apply some distinctive branding").
A25, User session state, State, Not Specified, Medium, Session hijacking could grant unauthorized access (e.g., "login to personal account with access to authorized functions").
A26, Embargo expiration state, State, Not Specified, High, Automatic visibility change; tampering could bypass embargo (e.g., "item that will only become visible after a specific embargo period has expired").
A27, Item visibility state (published/unpublished), State, Not Specified, Medium, Unpublishing hides content; integrity needed (e.g., "unpublish a report/dataset if requested to do so").
